"name";"location";"date";"organizer";"topicsCovered";"conflink"
" 938th International Conference on Physical Education and Sport Science ICPESS";"Goa, India";"2020-11-29";"Iser";"Sport science";"https://www.worldconferencealerts.com/conferencedetail/WLD185330/938th-international-conference-on-physical-education-and-sport-science-icpess"
" 937th International Conference on Physical Education and Sport Science ICPESS";"Milan, Italy";"2020-11-29";"Iser";"Sport science";"https://www.worldconferencealerts.com/conferencedetail/WLD185343/937th-international-conference-on-physical-education-and-sport-science-icpess"
" 24th Pacific Science Congress";"Shantou, China";"2020-11-30";"China Association of Science and Technology, Shantou University, and the Pacific Science Association";"Sustainable development";"https://www.worldconferencealerts.com/conferencedetail/WLD181048/24th-pacific-science-congress"
" International Conference on Gender, Language and Education ICGLE";"Hong Kong, Hong Kong";"2020-12-02";"Department of Linguistics and Modern Language Studies, Department of Social Sciences and Centre for Research on Linguistics and Language Studies at the Education University of Hong Kong";"Gender studies";"https://www.worldconferencealerts.com/conferencedetail/WLD169476/international-conference-on-gender-language-and-education-icgle"
" International Participatory Academy on Natural Resource Management and Governance";"Mumbai, India";"2020-12-03";"The Grassroots Institute";"Sustainable development";"https://www.worldconferencealerts.com/conferencedetail/WLD170497/international-participatory-academy-on-natural-resource-management-and-governance"
" Trends in Business Communication - TIBCOM 2020";"Kufstein, Austria";"2020-12-04";"FH Kufstein Tirol";"Communications and Media";"https://www.worldconferencealerts.com/conferencedetail/WLD170099/trends-in-business-communication---tibcom-2020"
" 43rd International Conference on Boundary Elements and other Mesh Reduction Methods 2020";"Daytona Beach, United States of America";"2020-12-07";"Wessex Institute";"Complex Systems";"https://www.worldconferencealerts.com/conferencedetail/WLD111795/43rd-international-conference-on-boundary-elements-and-other-mesh-reduction-methods-2020"
" 2nd International Conference on Tourism Research and Hospitality ICTRH-2020";"Hong Kong, Hong Kong";"2020-12-09";"InterGlobe Research Network";"Tourism";"https://www.worldconferencealerts.com/conferencedetail/WLD178111/2nd-international-conference-on-tourism-research-and-hospitality-ictrh-2020"
" 5th World Congress on Disaster Managment 2020";"New Delhi, India";"2020-12-09";"DMICS, IIT Delhi & Govt of Delhi";"Disaster Management";"https://www.worldconferencealerts.com/conferencedetail/WLD192357/5th-world-congress-on-disaster-managment-2020"
" Shanghai International Emergency & Fire Safety Expo CEFE Powered by INTERSCHUTZ";"Shanghai, China";"2020-12-09";"Guangzhou Lisheng Exhibition Co., Ltd.";"Disaster Management";"https://www.worldconferencealerts.com/conferencedetail/WLD193484/shanghai-international-emergency-fire-safety-expo-cefe-powered-by-interschutz"
" 5th World Congress on Disaster Management";"New Delhi, India";"2020-12-09";"Government of National Capital Territory GNCT of Delhi,IIT Delhi, DMICS, NDMA and NIDM";"Disaster Management";"https://www.worldconferencealerts.com/conferencedetail/WLD198447/5th-world-congress-on-disaster-management"
" 2nd International Conference on By-Products of Palms and their Applictaions";"Kuala Lumpur, Malaysia";"2020-12-15";"International Association for Palm By-Products";"Sustainable development";"https://www.worldconferencealerts.com/conferencedetail/WLD185537/2nd-international-conference-on-by-products-of-palms-and-their-applictaions"
" International Conference on Interdisciplinary Studies in Education Research and Technology 2020";"Dubai, United Arab Emirates";"2020-12-16";"Laescuela Education";"Sustainable development";"https://www.worldconferencealerts.com/conferencedetail/WLD164417/international-conference-on-interdisciplinary-studies-in-education-research-and-technology-2020"
" INSEARCH 2020:7th International Integrative Research Conference on Governance in Society,Business and Environment";"BARD Cumilla, Bangladesh";"2020-12-19";"Netinsearch International";"Complex Systems";"https://www.worldconferencealerts.com/conferencedetail/WLD196501/insearch-2020-7th-international-integrative-research-conference-on-governance-in-society-business-and-environment"
" Africa Trade and Investment Convention";"Amsterdam , Netherlands";"2021-03-26";"Changemaker International";"Sustainable development";"https://www.worldconferencealerts.com/conferencedetail/WLD198408/africa-trade-and-investment-convention"
" The 4th international In Pursuit of Luxury IPOL Conference Milan - Luxury in the Age of Technology";"Milan, Italy";"2021-05-27";"University of Hertfordshire";"Globalization";"https://www.worldconferencealerts.com/conferencedetail/WLD196783/the-4th-international-in-pursuit-of-luxury-ipol-conference-milan---luxury-in-the-age-of-technology"
" Industrial Heritage Reloaded. New Territories, Changing Culturescapes";"Montreal, Canada";"2021-08-30";"Canada Research Chair in Urban Heritage";"Sustainable development";"https://www.worldconferencealerts.com/conferencedetail/WLD173780/industrial-heritage-reloaded-new-territories-changing-culturescapes"
